BHK,Type,Area,Status,Price,price_unit
3,Row bunglow,1000,Ready to move,5376656.328884407,L
1,Apartment,688,Under construction,2799804.713233076,L
4,Row bunglow,2990,Under construction,13624600.70077721,L
2,Apartment,989,Under construction,4145905.679570922,L
1,Apartment,640,Ready to move,2741389.247824806,L
1,Apartment,798,Ready to move,3278642.611859437,L
4,Row bunglow,2936,Ready to move,14886071.243166326,L
4,Independent house,1922,Ready to move,11003416.6436865,L
2,Apartment,628,Under construction,2514825.4492609617,L
3,Apartment,1029,Under construction,4386486.025368095,L
4,Row bunglow,2243,Under construction,10332036.41492006,L
2,Apartment,832,Under construction,3304659.830605224,L
5,Row bunglow,2621,Under construction,13423024.784565676,L
4,Independent house,2767,Ready to move,15740684.557958782,L
2,Apartment,1231,Ready to move,5214739.027351281,L
3,Independent house,1205,Ready to move,6976619.823068094,L
2,Apartment,1039,Under construction,4120633.337606838,L
3,Independent house,2246,Under construction,12401256.726462658,L
3,Apartment,1463,Ready to move,6828817.364590738,L
2,Apartment,777,Under construction,3087775.555473388,L
4,Row bunglow,2986,Ready to move,15539589.32556255,L
2,Apartment,1477,Under construction,5832317.2066063,L
4,Row bunglow,2290,Under construction,11012644.391727433,L
4,Row bunglow,2474,Under construction,10328249.082071343,L
2,Apartment,976,Ready to move,4135010.428569602,L
3,Row bunglow,2436,Ready to move,12626731.45361139,L
3,Apartment,1253,Ready to move,5702564.752984098,L
4,Independent house,1839,Ready to move,10866267.333119422,L
5,Independent house,2973,Ready to move,16394435.307423089,L
4,Independent house,2533,Ready to move,14769922.80690638,L
2,Apartment,899,Under construction,3512417.703242217,L
1,Apartment,981,Under construction,4129536.778320587,L
1,Apartment,791,Ready to move,3592423.705346434,L
5,Row bunglow,2518,Under construction,12639493.423529744,L
4,Row bunglow,2328,Ready to move,12867715.462544011,L
5,Row bunglow,2905,Ready to move,15173297.715754919,L
4,Row bunglow,2250,Ready to move,12856427.450112093,L
3,Row bunglow,2051,Ready to move,9883511.58202043,L
3,Apartment,1237,Ready to move,5704732.747443662,L
1,Apartment,725,Ready to move,3253592.1651758184,L
4,Independent house,2493,Ready to move,14851904.000219451,L
4,Row bunglow,2866,Under construction,13172262.128052602,L
3,Row bunglow,1646,Under construction,7665309.763191058,L
4,Row bunglow,1716,Under construction,8000268.226937454,L
3,Row bunglow,2471,Under construction,11440447.034564508,L
2,Apartment,874,Ready to move,4051423.582141601,L
3,Independent house,2180,Ready to move,13113519.10609234,L
4,Independent house,2937,Ready to move,16649243.782997195,L
2,Row bunglow,1032,Under construction,4618347.644873103,L
3,Row bunglow,2052,Under construction,8673838.952508954,L
1,Apartment,608,Under construction,2493287.7498585363,L
2,Apartment,668,Ready to move,3091178.114173257,L
4,Row bunglow,2031,Ready to move,9960312.843766851,L
4,Row bunglow,1999,Under construction,8989996.162020365,L
3,Apartment,1329,Ready to move,5849306.534838051,L
2,Independent house,1308,Ready to move,7292462.219140022,L
4,Row bunglow,2274,Under construction,10446319.341697857,L
4,Independent house,1576,Ready to move,8532754.9749065,L
2,Apartment,1303,Under construction,5398935.996728505,L
3,Row bunglow,2227,Under construction,9864873.192091985,L
3,Independent house,1818,Ready to move,9868784.923848389,L
3,Row bunglow,1835,Ready to move,9641875.244220749,L
3,Apartment,1155,Under construction,4614308.536154101,L
3,Apartment,1005,Ready to move,4239732.039642184,L
4,Independent house,2600,Ready to move,15333809.809606642,L
5,Row bunglow,2651,Ready to move,13126121.049822677,L
2,Independent house,1356,Under construction,7369368.492786353,L
4,Row bunglow,2784,Ready to move,14599517.943401357,L
3,Independent house,1441,Under construction,7999063.459073399,L
2,Independent house,1293,Under construction,6557482.985835916,L
3,Independent house,1953,Ready to move,11790358.894759517,L
3,Independent house,1362,Ready to move,7531516.259657277,L
3,Independent house,1729,Ready to move,10436519.90971462,L
3,Row bunglow,1189,Under construction,5658481.29358298,L
2,Apartment,1098,Ready to move,5075960.390209534,L
5,Independent house,2569,Under construction,12487971.809710363,L
3,Apartment,1196,Ready to move,5548624.770540996,L
2,Apartment,808,Ready to move,3569764.577569846,L
5,Independent house,2643,Under construction,14630643.334960781,L
3,Row bunglow,1182,Under construction,5214105.718677797,L
4,Row bunglow,2360,Under construction,11296703.712419124,L
3,Apartment,1398,Ready to move,6524819.949714011,L
5,Row bunglow,2758,Under construction,11768555.921198942,L
3,Apartment,1487,Ready to move,6724136.160027271,L
4,Row bunglow,2266,Under construction,10643313.64361409,L
3,Apartment,1015,Under construction,4279402.267112196,L
4,Row bunglow,2891,Under construction,13795442.106130209,L
3,Independent house,2209,Ready to move,12664997.598314425,L
3,Apartment,1296,Under construction,5194765.381658269,L
4,Row bunglow,1718,Under construction,7258883.524179119,L
4,Row bunglow,2760,Ready to move,13844678.231409362,L
4,Independent house,2785,Ready to move,16083647.504800469,L
3,Apartment,1495,Ready to move,6503272.272131115,L
2,Apartment,1270,Under construction,4981914.501930398,L
4,Independent house,2562,Ready to move,15114605.746530216,L
4,Independent house,1874,Ready to move,10771970.206878085,L
4,Independent house,2309,Ready to move,14038837.803420395,L
4,Independent house,1844,Ready to move,10694247.07868274,L
5,Row bunglow,2851,Ready to move,14732832.436183069,L
4,Independent house,2736,Ready to move,15987016.61900921,L
4,Row bunglow,2725,Under construction,12703799.926043395,L
3,Independent house,1565,Ready to move,9231723.6691908,L
2,Apartment,994,Under construction,4009107.5825674892,L
5,Independent house,2855,Under construction,15845178.120588941,L
3,Independent house,1874,Under construction,9962188.957970243,L
2,Apartment,1481,Under construction,5512482.842468961,L
4,Independent house,1865,Under construction,10068443.362409705,L
4,Row bunglow,2204,Under construction,10181763.317039413,L
1,Apartment,623,Under construction,2513068.6402394464,L
3,Apartment,1071,Under construction,4528616.685201991,L
2,Apartment,959,Ready to move,4358723.021048876,L
3,Row bunglow,1739,Ready to move,9249886.875133188,L
4,Row bunglow,1598,Ready to move,8564586.100908112,L
3,Row bunglow,1646,Ready to move,8580469.31204145,L
2,Apartment,717,Ready to move,2968683.2126108296,L
1,Apartment,977,Under construction,3946170.9186582034,L
2,Row bunglow,1010,Ready to move,4925394.614887479,L
3,Row bunglow,2265,Ready to move,12465707.659865972,L
3,Row bunglow,2401,Under construction,11149871.417081835,L
3,Apartment,1040,Ready to move,4315648.295659296,L
2,Apartment,743,Ready to move,3263974.0072801737,L
2,Apartment,654,Under construction,2765803.6734484993,L
3,Row bunglow,1152,Under construction,5653029.202467753,L
4,Independent house,1503,Ready to move,8561002.933466353,L
2,Independent house,1364,Under construction,7461597.513223368,L
2,Row bunglow,1287,Under construction,5540197.729367009,L
2,Apartment,638,Ready to move,2810243.294494178,L
2,Independent house,1281,Ready to move,7601636.163130946,L
4,Independent house,2879,Under construction,15474000.835350955,L
4,Independent house,2965,Under construction,15431811.104887174,L
4,Row bunglow,1880,Ready to move,9931330.935962364,L
1,Apartment,743,Under construction,3163104.2304594424,L
2,Row bunglow,1067,Under construction,4916660.754526311,L
1,Apartment,802,Ready to move,3458431.719120484,L
2,Apartment,1206,Under construction,4761821.425887845,L
4,Row bunglow,2105,Under construction,10134524.55623275,L
1,Apartment,957,Under construction,3834339.5291363127,L
3,Independent house,1570,Ready to move,8954840.437025825,L
2,Apartment,695,Ready to move,2933226.4711506483,L
4,Row bunglow,2955,Ready to move,13782474.99825773,L
3,Independent house,2425,Under construction,12837983.532843236,L
2,Apartment,859,Under construction,3425457.1161376475,L
3,Apartment,1054,Ready to move,4309123.659325049,L
2,Apartment,689,Ready to move,3047163.0283894464,L
5,Independent house,2946,Under construction,14940980.421897432,L
4,Independent house,1739,Under construction,9089713.926611211,L
2,Row bunglow,1371,Ready to move,6848620.035044025,L
1,Apartment,946,Under construction,3971662.772853408,L
5,Independent house,2605,Under construction,12857850.256643387,L
3,Row bunglow,2356,Ready to move,13035905.062438317,L
2,Apartment,805,Under construction,3034117.9144346453,L
4,Row bunglow,2604,Under construction,11561467.82215165,L
2,Apartment,1110,Ready to move,4830226.448211823,L
4,Row bunglow,2557,Ready to move,12193506.193988001,L
2,Apartment,701,Under construction,2871247.449631798,L
2,Apartment,949,Under construction,3652249.108746969,L
4,Row bunglow,1937,Ready to move,10057285.060248483,L
5,Row bunglow,2757,Under construction,12086328.643217612,L
4,Row bunglow,1554,Under construction,7305400.463800023,L
3,Independent house,2217,Ready to move,12958352.505525628,L
3,Row bunglow,1828,Ready to move,9398777.740531825,L
2,Independent house,1246,Ready to move,7388073.873068127,L
3,Row bunglow,2351,Ready to move,12338934.111290865,L
3,Row bunglow,2327,Ready to move,12190977.220760485,L
1,Apartment,781,Under construction,3183329.0296041667,L
4,Row bunglow,2316,Under construction,9988499.536478007,L
4,Independent house,1858,Ready to move,10815807.941777144,L
4,Row bunglow,2359,Under construction,9856696.086515166,L
3,Apartment,1393,Under construction,5862978.75596431,L
3,Row bunglow,1809,Under construction,8595703.684091965,L
2,Independent house,1137,Under construction,5804030.49743751,L
4,Row bunglow,2764,Ready to move,12870046.81654447,L
4,Row bunglow,2209,Under construction,10292021.508100433,L
3,Independent house,1964,Under construction,10565616.727269156,L
3,Independent house,1464,Ready to move,8847510.2909568,L
1,Apartment,831,Ready to move,3621932.837227187,L
3,Apartment,1292,Ready to move,5768085.998013127,L
5,Independent house,2934,Ready to move,15861733.60377345,L
4,Row bunglow,2998,Under construction,14117379.776639525,L
2,Independent house,1294,Ready to move,7408713.824420854,L
3,Independent house,2256,Under construction,11689972.11294173,L
2,Apartment,1110,Ready to move,4656337.86493557,L
2,Apartment,1328,Ready to move,5715282.434359095,L
2,Independent house,1354,Under construction,7083910.63613661,L
4,Row bunglow,1933,Under construction,9540766.340910979,L
4,Row bunglow,2898,Under construction,12170005.968258044,L
3,Independent house,1286,Under construction,6795848.220333096,L
2,Apartment,978,Ready to move,4098777.6946675894,L
4,Independent house,2709,Ready to move,15836732.882293193,L
2,Apartment,1344,Under construction,4975973.336439766,L
1,Apartment,831,Under construction,3142108.745148428,L
4,Independent house,2877,Under construction,14614023.21420551,L
3,Apartment,1000,Ready to move,4390198.793918285,L
2,Apartment,911,Under construction,3741822.143250419,L
2,Independent house,1222,Under construction,6430665.862102291,L
4,Row bunglow,2335,Under construction,10520369.353324113,L
2,Apartment,1158,Ready to move,5026094.2846511025,L
4,Row bunglow,2227,Ready to move,11023750.700927636,L
3,Independent house,1102,Ready to move,6243058.554354612,L
4,Independent house,1839,Under construction,9709187.800932659,L
4,Row bunglow,2241,Under construction,10143594.00279774,L
3,Independent house,2166,Under construction,11606394.887423174,L
4,Row bunglow,2894,Under construction,13746091.90171307,L
2,Independent house,1183,Ready to move,6630120.5187323205,L
3,Independent house,2306,Ready to move,13115280.312660472,L
4,Independent house,2625,Ready to move,15955379.099608103,L
3,Row bunglow,1023,Ready to move,5033158.621126558,L
3,Row bunglow,2414,Ready to move,13426684.713410849,L
2,Apartment,608,Ready to move,2748700.758424345,L
1,Apartment,605,Under construction,2393160.329421906,L
3,Independent house,2180,Ready to move,12715181.85314157,L
2,Row bunglow,1035,Ready to move,5160017.621847017,L
5,Independent house,2981,Under construction,15499772.391793756,L
3,Independent house,1386,Under construction,7214475.269222264,L
2,Apartment,860,Ready to move,3557243.7956295847,L
3,Independent house,1980,Under construction,9486430.484279614,L
3,Row bunglow,1227,Under construction,5653569.369831781,L
5,Row bunglow,2710,Under construction,12457745.723898454,L
4,Row bunglow,1643,Under construction,8135636.085451975,L
3,Apartment,1051,Ready to move,4429738.891535047,L
3,Independent house,1610,Ready to move,9189282.589259999,L
5,Row bunglow,2995,Ready to move,16743257.10196788,L
1,Apartment,879,Under construction,3290312.75523601,L
5,Row bunglow,2866,Under construction,13208945.961138869,L
3,Independent house,1791,Under construction,9982207.705112165,L
3,Row bunglow,1122,Ready to move,5554150.231430568,L
1,Apartment,645,Ready to move,2651922.8692097324,L
5,Row bunglow,2711,Ready to move,14209512.499858495,L
4,Row bunglow,2487,Under construction,12144036.202786557,L
4,Row bunglow,2852,Under construction,13251130.564228635,L
3,Row bunglow,1651,Under construction,7826330.086981504,L
4,Independent house,2293,Ready to move,13320745.231670601,L
2,Apartment,1166,Under construction,4470252.369464186,L
1,Apartment,799,Ready to move,3325571.5081813745,L
4,Independent house,2828,Ready to move,15772960.218285432,L
4,Independent house,1754,Under construction,8783581.670116208,L
3,Row bunglow,1263,Under construction,5802990.400255916,L
3,Row bunglow,1236,Ready to move,6590493.320728971,L
2,Apartment,1380,Under construction,5600518.731759482,L
4,Row bunglow,2287,Ready to move,12050915.411677998,L
4,Independent house,2510,Under construction,12964236.197859153,L
5,Row bunglow,2815,Ready to move,12791091.944007302,L
3,Independent house,1627,Ready to move,9086968.080256019,L
1,Apartment,919,Ready to move,4082876.597775519,L
4,Row bunglow,1700,Under construction,7270274.755291215,L
3,Row bunglow,1905,Under construction,8063329.976129463,L
2,Apartment,1274,Ready to move,5892904.890996886,L
4,Row bunglow,2506,Ready to move,13079777.749157239,L
4,Independent house,1541,Under construction,7769560.646422198,L
2,Apartment,782,Ready to move,3687247.565945892,L
4,Independent house,2446,Ready to move,14203449.257010471,L
5,Row bunglow,2708,Under construction,13789112.750970345,L
4,Independent house,2490,Ready to move,13626958.860159295,L
2,Apartment,1472,Ready to move,6805050.954542493,L
4,Independent house,1757,Ready to move,10482944.350391667,L
4,Row bunglow,2225,Under construction,9642545.91899502,L
3,Row bunglow,1178,Ready to move,5772544.950027769,L
4,Row bunglow,1795,Under construction,7853207.151089236,L
2,Independent house,1187,Ready to move,6943162.587676958,L
1,Apartment,842,Under construction,3454534.479174695,L
4,Row bunglow,2189,Ready to move,10804788.44811594,L
3,Independent house,1039,Ready to move,6219451.097811882,L
3,Independent house,1275,Under construction,6348584.447209236,L
3,Row bunglow,1262,Under construction,6139712.242292406,L
4,Independent house,1789,Ready to move,10499367.44983358,L
4,Row bunglow,2931,Ready to move,14582599.804726409,L
3,Independent house,1081,Ready to move,6183387.487404699,L
5,Independent house,2791,Under construction,15357761.828985497,L
4,Row bunglow,2514,Ready to move,13915119.592029374,L
4,Independent house,2181,Under construction,11214221.254301883,L
3,Row bunglow,1488,Ready to move,8020629.523528813,L
5,Independent house,2705,Under construction,14732113.418353962,L
3,Row bunglow,2401,Under construction,10696287.700469462,L
3,Row bunglow,1348,Under construction,6494387.749228544,L
4,Independent house,1802,Ready to move,10396509.114064142,L
3,Apartment,1467,Ready to move,6558269.534424836,L
4,Independent house,2746,Under construction,13935448.264952911,L
1,Apartment,844,Under construction,3385687.1026999,L
3,Apartment,1482,Under construction,6078875.299977654,L
3,Row bunglow,2298,Under construction,9776504.454699686,L
2,Independent house,1494,Ready to move,8778083.187235767,L
3,Independent house,2002,Under construction,10755791.322291972,L
4,Row bunglow,2853,Ready to move,13682142.37344627,L
4,Independent house,1694,Ready to move,9736864.988249898,L
5,Independent house,2958,Under construction,16063848.52222399,L
2,Independent house,1237,Under construction,6182058.099793986,L
4,Row bunglow,2658,Ready to move,14980823.496387785,L
5,Independent house,2912,Ready to move,16387764.326377243,L
3,Row bunglow,1499,Ready to move,8307898.56419953,L
3,Row bunglow,2250,Ready to move,11394250.355157955,L
2,Apartment,917,Ready to move,4246560.146526116,L
3,Independent house,1317,Ready to move,7643292.808414584,L
2,Row bunglow,1200,Under construction,5427833.346783304,L
5,Row bunglow,2988,Under construction,13315492.505234595,L
3,Independent house,2409,Under construction,11970724.150669212,L
4,Row bunglow,2532,Ready to move,12954254.841042861,L
4,Independent house,2809,Ready to move,16642317.024793245,L
2,Apartment,638,Ready to move,2651919.470119575,L
2,Apartment,1314,Ready to move,5970157.5745878015,L
2,Row bunglow,1042,Under construction,4777245.313843049,L
2,Independent house,1414,Ready to move,7638207.852423188,L
3,Independent house,1801,Ready to move,10290383.122107513,L
3,Independent house,1692,Under construction,8556705.403086606,L
4,Row bunglow,2700,Ready to move,14532583.563160203,L
3,Apartment,1288,Ready to move,5460684.096836978,L
4,Independent house,1660,Under construction,8544206.066966016,L
3,Independent house,2354,Ready to move,14303480.24068856,L
4,Independent house,2473,Ready to move,14614152.810476081,L
3,Row bunglow,1169,Ready to move,6127091.761887092,L
3,Independent house,1291,Under construction,6875675.019247037,L
4,Row bunglow,2715,Under construction,12283995.074368618,L
2,Row bunglow,1252,Ready to move,6585774.499497969,L
4,Row bunglow,2086,Ready to move,10924516.84509742,L
5,Independent house,2763,Ready to move,16649475.334902998,L
1,Apartment,752,Under construction,3023877.45445536,L
2,Apartment,1396,Under construction,5304366.182397399,L
4,Row bunglow,2323,Ready to move,10694802.980171109,L
3,Apartment,1124,Ready to move,5159630.952022779,L
2,Apartment,1328,Under construction,5788636.988236102,L
3,Apartment,1414,Ready to move,5876500.70858265,L
4,Row bunglow,1869,Ready to move,9225951.154117329,L
3,Row bunglow,1015,Under construction,4397420.85955239,L
4,Independent house,2713,Under construction,14733242.405290097,L
2,Apartment,807,Under construction,3487842.6014339183,L
2,Apartment,791,Under construction,3121881.6542494795,L
3,Independent house,2474,Under construction,12452854.890799489,L
4,Independent house,1531,Under construction,7720921.542231787,L
2,Apartment,841,Ready to move,3596582.4805643214,L
2,Apartment,1231,Ready to move,5486082.759776727,L
1,Apartment,863,Under construction,3195974.5661270306,L
4,Row bunglow,2410,Ready to move,12259373.52470416,L
2,Row bunglow,1021,Ready to move,5152800.484577655,L
4,Independent house,2102,Ready to move,12600454.083629975,L
4,Independent house,1557,Under construction,8400577.102028867,L
4,Independent house,2053,Ready to move,12143474.537651734,L
3,Independent house,2122,Ready to move,12318599.642352225,L
3,Row bunglow,2159,Ready to move,11064189.990950642,L
2,Apartment,894,Ready to move,3975509.7163119647,L
2,Apartment,1220,Ready to move,5395056.050223574,L
5,Independent house,2898,Ready to move,16723932.190067206,L
3,Independent house,1229,Under construction,6861589.11020609,L
3,Independent house,2094,Under construction,11081018.236021683,L
2,Apartment,773,Under construction,3133815.5262628486,L
2,Apartment,980,Ready to move,4488581.04156682,L
2,Apartment,1277,Ready to move,5651014.774896581,L
3,Apartment,1039,Under construction,4366361.814253496,L
3,Row bunglow,2275,Ready to move,12278659.381852595,L
2,Row bunglow,1096,Ready to move,6157777.570446739,L
3,Row bunglow,1557,Under construction,7375303.303640707,L
4,Independent house,2375,Under construction,12147630.202415528,L
1,Apartment,612,Ready to move,2903663.8947327044,L
4,Independent house,2500,Ready to move,14779128.28043784,L
3,Row bunglow,1832,Under construction,9124737.525236694,L
3,Apartment,1289,Ready to move,5286613.223716629,L
2,Apartment,1117,Under construction,4557716.214629696,L
3,Row bunglow,1320,Ready to move,7165648.393157199,L
4,Independent house,2816,Ready to move,17137425.569051,L
2,Apartment,1000,Under construction,4076001.7855979665,L
3,Row bunglow,1609,Under construction,6973360.09935313,L
3,Row bunglow,2122,Under construction,8867387.657921033,L
4,Row bunglow,2780,Ready to move,13804083.600521976,L
2,Apartment,840,Under construction,3527183.4734031498,L
5,Independent house,2595,Ready to move,15026032.278348781,L
5,Row bunglow,2814,Under construction,12299736.148406979,L
4,Row bunglow,1619,Under construction,7498249.171189127,L
2,Independent house,1012,Ready to move,6164222.2498735925,L
1,Apartment,925,Ready to move,3923463.995019133,L
2,Independent house,1495,Under construction,7976477.062497862,L
3,Row bunglow,1585,Under construction,7328989.229705614,L
3,Row bunglow,1975,Under construction,9351121.104591731,L
4,Row bunglow,2888,Ready to move,13834619.11591552,L
3,Row bunglow,2048,Ready to move,9521055.733908514,L
1,Apartment,728,Ready to move,3234242.001163659,L
4,Row bunglow,1614,Under construction,6814745.928259307,L
3,Row bunglow,1811,Ready to move,8825241.190350581,L
2,Apartment,837,Under construction,3274853.689380301,L
3,Independent house,2041,Ready to move,12341637.252388254,L
1,Apartment,673,Under construction,2791479.0064811734,L
3,Independent house,2445,Under construction,12959819.265049072,L
3,Row bunglow,1219,Ready to move,6713586.433043007,L
4,Independent house,2636,Under construction,13002282.319308875,L
2,Independent house,1421,Under construction,7570745.544048821,L
2,Apartment,1004,Ready to move,4542325.94494548,L
2,Apartment,1074,Ready to move,4546768.073803811,L
3,Independent house,1721,Under construction,9546979.167763377,L
4,Independent house,2818,Under construction,15583101.32592368,L
4,Independent house,2464,Under construction,12565420.139100008,L
3,Row bunglow,1984,Under construction,8822622.747873368,L
2,Apartment,1451,Under construction,5291631.593235282,L
2,Apartment,1179,Under construction,4715900.56129193,L
5,Independent house,2557,Under construction,13434297.83985582,L
2,Independent house,1033,Under construction,5146343.829357746,L
3,Independent house,1927,Under construction,9947752.700907746,L
3,Apartment,1048,Under construction,4455080.074455863,L
4,Independent house,1665,Under construction,8623315.600191297,L
1,Apartment,928,Ready to move,4086845.6018222105,L
5,Row bunglow,2557,Under construction,12584615.135756392,L
3,Apartment,1345,Ready to move,6416166.7388403,L
5,Row bunglow,2950,Under construction,13076659.830324829,L
1,Apartment,721,Ready to move,3012681.0836721878,L
1,Apartment,873,Under construction,3485478.7310270513,L
2,Apartment,613,Under construction,2531985.555537819,L
4,Row bunglow,2531,Under construction,11129922.450578334,L
2,Apartment,1317,Under construction,5285133.217889241,L
2,Apartment,1068,Ready to move,4853021.452564314,L
4,Row bunglow,1987,Ready to move,11005112.255816111,L
5,Row bunglow,2502,Under construction,11965522.003103763,L
3,Apartment,1269,Ready to move,5651393.837651404,L
4,Row bunglow,1906,Ready to move,9653042.94463235,L
4,Row bunglow,2793,Ready to move,15058877.057615044,L
4,Row bunglow,1863,Ready to move,10074595.84807845,L
4,Row bunglow,2923,Under construction,12184610.299399063,L
1,Apartment,825,Under construction,3293355.9258788917,L
4,Independent house,2296,Ready to move,13173059.856153319,L
2,Apartment,689,Under construction,2992320.907150287,L
3,Apartment,1492,Under construction,5920514.916469488,L
2,Apartment,958,Ready to move,4246721.195070545,L
3,Independent house,2461,Ready to move,14648966.623787683,L
5,Row bunglow,2959,Under construction,13914189.6069461,L
1,Apartment,814,Ready to move,3755198.970352743,L
2,Independent house,1254,Under construction,6685815.739059524,L
4,Row bunglow,2596,Under construction,11874028.921126463,L
4,Row bunglow,1619,Ready to move,8143633.284307786,L
4,Independent house,2239,Ready to move,13681447.137403516,L
2,Independent house,1216,Ready to move,6649804.13270447,L
2,Apartment,1177,Under construction,4940008.0409248145,L
2,Apartment,1204,Under construction,4608868.56459218,L
2,Apartment,1174,Under construction,4666205.999643605,L
3,Independent house,1271,Ready to move,7321531.522370195,L
2,Apartment,1350,Ready to move,6215097.286038793,L
3,Row bunglow,1062,Under construction,5372974.184736005,L
3,Independent house,1335,Ready to move,7926816.708707765,L
2,Apartment,1023,Ready to move,4348292.3733776165,L
2,Apartment,735,Ready to move,3419506.556757451,L
2,Apartment,866,Ready to move,3773141.0702373516,L
1,Apartment,907,Ready to move,4276287.627411921,L
4,Row bunglow,1767,Under construction,8352609.55681259,L
2,Row bunglow,1154,Ready to move,5874613.995531393,L
4,Row bunglow,1644,Ready to move,8311787.30049261,L
2,Apartment,906,Under construction,3815543.999956561,L
5,Independent house,2680,Under construction,14166694.034974627,L
4,Row bunglow,2947,Under construction,13589355.203277333,L
3,Apartment,1294,Ready to move,5579306.771959979,L
3,Apartment,1183,Under construction,4661821.247674951,L
4,Row bunglow,2910,Ready to move,14004769.005652713,L
3,Independent house,1762,Under construction,9218607.127326805,L
3,Independent house,1018,Ready to move,6083598.1472678585,L
2,Row bunglow,1343,Ready to move,7191557.518008008,L
3,Row bunglow,1928,Ready to move,10117783.282362543,L
1,Apartment,709,Under construction,2817257.4035615847,L
2,Apartment,736,Ready to move,3048588.2238159534,L
3,Independent house,1730,Ready to move,9837361.206585163,L
3,Row bunglow,2130,Ready to move,12097385.204055298,L
2,Apartment,1450,Under construction,5884002.492904576,L
2,Apartment,1063,Under construction,4196542.554314542,L
3,Independent house,1318,Under construction,7000221.191066781,L
1,Apartment,713,Ready to move,3299844.0609399816,L
4,Row bunglow,1688,Ready to move,9701555.316713247,L
2,Row bunglow,1403,Ready to move,6785975.482505468,L
3,Independent house,2178,Under construction,11432635.93400026,L
4,Independent house,2141,Under construction,11499880.524300553,L
2,Independent house,1472,Ready to move,8553070.968998304,L
3,Independent house,2227,Ready to move,12168033.763337394,L
4,Independent house,1505,Under construction,7798988.119009607,L
4,Row bunglow,2724,Ready to move,14672210.178231662,L
4,Row bunglow,2772,Ready to move,13222399.24210959,L
3,Independent house,1100,Under construction,5565088.801118293,L
2,Apartment,1423,Ready to move,6339174.294857986,L
3,Independent house,1628,Under construction,8437153.963933937,L
4,Independent house,2165,Under construction,11367588.530503033,L
4,Independent house,2687,Under construction,14762306.026688056,L
2,Apartment,849,Ready to move,3610505.498088097,L
4,Row bunglow,2874,Ready to move,14052506.61679111,L
1,Apartment,682,Ready to move,3005998.209865968,L
4,Independent house,2732,Ready to move,16583129.242241105,L
2,Apartment,910,Under construction,3606572.4742957694,L
2,Row bunglow,1285,Ready to move,6814679.213071345,L
3,Apartment,1187,Under construction,4505822.832885436,L
4,Row bunglow,1639,Under construction,7147525.436254589,L
